Order_ID,Cust_ID,Prod_ID,Cust_Name,City,Order_Date,Email,Amount,Review,Ratings,Delivery_Date
ORD_1578,CUST_0X636,PROD_0ZM607,Nisha Chopra,Pune,2025-02-07,nish.chopr2685555@rediffmail.com,67017.2,Does not seem to last too long,3,2025-02-11
ORD_1579,CUST_0X637,PROD_0ZM608,Ananya Joshi,Pune,2024-04-09,anan.joshi6209556@yahoo.com,24976.87,Late delivery,2,2024-04-25
ORD_1580,CUST_0X638,PROD_0ZM609,Rohan Bhatt,bengaluru,2024-05-14,roha.bhatt4318557@gmail.com,14404.72,Broken product,1,2024-05-17
ORD_1581,CUST_0X639,PROD_0ZM610,Siddharth Chopra,jaipur,2024-11-27,sidd.chopr6927558@yahoo.com,33235.83,Very durable,5,2024-12-01
ORD_1582,CUST_0X640,PROD_0ZM611,Nisha Desai,Delhi,2026-02-09,nish.desai8474559@outlook.com,70708.77,Amazing quality,4,2026-02-12
ORD_1583,CUST_0X641,PROD_0ZM612,Tanvi Agarwal,Lucknow,2026-03-21,tanv.agarw4674560@outlook.com,20896.46,Amazing quality,4,2026-03-29
ORD_1584,CUST_0X642,PROD_0ZM613,Meera Arora,Delhi,2025-08-17,meer.arora6775561@yahoo.com,7574.48,Broken product,2,2025-08-23
ORD_1585,CUST_0X643,PROD_0ZM614,Ayesha Verma,delhi,2026-06-05,ayes.verma1131562@yahoo.com,40931.56,Wrong product delivered,2,2026-06-14
ORD_1586,CUST_0X644,PROD_0ZM615,Sanya Gupta,Mumbai,2026-04-04,sany.gupta2248563@outlook.com,,Product stopped working,1,2026-04-07
ORD_1587,CUST_0X645,PROD_0ZM616,Ananya Bansal,Hyderabad,2024-02-25,anan.bansa1818564@rediffmail.com,75983.28,Decent product,3,2024-03-03
ORD_1588,CUST_0X646,PROD_0ZM617,Ananya Singh,chennai,2026-05-20,anan.singh7428565@outlook.com,43128.31,Highly recommended,4,2026-05-24
ORD_1589,CUST_0X647,PROD_0ZM618,Meera Bhatt,Bengaluru,2025-12-27,meer.bhatt8070566@yahoo.com,34821.5,Could be better,3,2026-01-01
ORD_1590,CUST_0X648,PROD_0ZM619,Neha Arora,hyderabad,2024-11-07,neha.arora5263567@gmail.com,27506.06,Overpriced,3,2024-11-16
ORD_1591,CUST_0X649,PROD_0ZM620,Aarav Joshi,Kolkata,2025-04-13,aara.joshi2502568@gmail.com,7442.45,Amazing quality,5,2025-04-17
ORD_1592,CUST_0X650,PROD_0ZM621,Simran Mishra,delhi,2025-11-01,simr.mishr8774569@gmail.com,17616.74,Does not seem to last too long,3,2025-11-06
ORD_1593,CUST_0X651,PROD_0ZM622,Nisha Verma,Jaipur,2024-06-16,nish.verma3056570@gmail.com,73769.17,Great product,4,2024-06-25
ORD_1594,CUST_0X652,PROD_0ZM623,,pune,2025-08-14,kabi.patel4632571@outlook.com,38121.74,Highly recommended,5,2025-08-22
ORD_1595,CUST_0X653,PROD_0ZM624,Isha Nair,Chennai,2024-05-20,isha.nair2058572@rediffmail.com,25974.68,Okay for the price,3,2024-05-27
ORD_1596,CUST_0X654,PROD_0ZM625,Tanvi Iyer,Pune,2025-03-28,tanv.iyer144573@yahoo.com,25925.29,Great product,4,2025-03-30
ORD_1597,CUST_0X655,PROD_0ZM626,Riya Chauhan,Kolkata,2025-12-13,riya.chauh1487574@yahoo.com,69572.46,Very durable,5,2025-12-14
ORD_1598,CUST_0X656,PROD_0ZM627,Arjun Kapoor,jaipur,2025-05-09,arju.kapoo251575@rediffmail.com,33828.34,Highly recommended,5,2025-05-15
ORD_1599,CUST_0X657,PROD_0ZM628,Rajat Shah,pune,2024-10-25,raja.shah3568576@outlook.com,58872.88,Wrong product delivered,2,2024-10-27
ORD_1600,CUST_0X658,PROD_0ZM629,Karan Thakur,Ahmedabad,2024-05-28,kara.thaku6895577@outlook.com,73069.28,Highly recommended,5,2024-06-02
ORD_1601,CUST_0X659,PROD_0ZM630,Mohit Mishra,pune,2024-08-02,mohi.mishr8175578@outlook.com,37453.93,Highly recommended,4,2024-08-05
ORD_1602,CUST_0X660,PROD_0ZM631,Tanvi Singh,ahmedabad,2024-08-11,tanv.singh7607579@gmail.com,35232.9,Poor quality,2,2024-08-19
ORD_1603,CUST_0X661,PROD_0ZM632,Vivaan Iyer,lucknow,2026-04-03,viva.iyer5420580@gmail.com,46162.02,Okay for the price,3,2026-04-10
ORD_1604,CUST_0X662,PROD_0ZM633,Ritika Sinha,Bengaluru,2026-02-05,riti.sinha2403581@gmail.com,37991.05,Excellent purchase,5,2026-02-09
ORD_1605,CUST_0X663,PROD_0ZM634,Akash Desai,Kolkata,2024-07-19,akas.desai4376582@rediffmail.com,57925.12,Amazing quality,4,2024-07-25
ORD_1606,CUST_0X664,PROD_0ZM635,Siddharth Agarwal,Delhi,2026-01-22,sidd.agarw1179583@rediffmail.com,54348.76,Average quality,3,2026-01-27
ORD_1607,CUST_0X665,PROD_0ZM636,Ayesha Sharma,delhi,2025-10-28,ayes.sharm2985584@yahoo.com,77667.1,Great product,4,2025-11-01
ORD_1608,CUST_0X666,PROD_0ZM637,Ayesha Saxena,Mumbai,2024-01-10,ayes.saxen4107585@rediffmail.com,33794.68,Missing parts,2,2024-01-15
ORD_1609,CUST_0X667,PROD_0ZM638,Ishaan Malhotra,jaipur,2025-01-05,isha.malho216586@gmail.com,47527.47,Very disappointing,1,2025-01-08
ORD_1610,CUST_0X668,PROD_0ZM639,Rahul Mishra,Ahmedabad,2026-01-13,rahu.mishr4088587@rediffmail.com,73803.82,Late delivery,2,2026-02-01
ORD_1611,CUST_0X669,PROD_0ZM640,Rahul Iyer,Ahmedabad,2026-05-26,rahu.iyer7267588@yahoo.com,76129.21,Rude behaviour,2,2026-05-29
ORD_1612,CUST_0X670,PROD_0ZM641,Varun Yadav,pune,2025-08-12,varu.yadav559589@yahoo.com,53139.83,Late delivery,2,2025-08-22
ORD_1613,CUST_0X671,PROD_0ZM642,Mohit Patel,,2024-04-14,mohi.patel7560590@gmail.com,24880.03,Missing parts,2,2024-04-17
ORD_1614,CUST_0X672,PROD_0ZM643,Rajat Saxena,Kolkata,2025-11-25,raja.saxen8548591@yahoo.com,36805.34,Very durable,4,2025-11-28
ORD_1615,CUST_0X673,PROD_0ZM644,,Jaipur,2026-03-15,sneh.yadav7756592@rediffmail.com,267.29,Product stopped working,2,2026-03-18
ORD_1616,CUST_0X674,PROD_0ZM645,Akash Mishra,chennai,2026-05-29,akas.mishr5123593@outlook.com,70659.79,Overpriced,3,2026-06-03
ORD_1617,CUST_0X675,PROD_0ZM646,Ayesha Kumar,Mumbai,2024-05-31,ayes.kumar2608594@gmail.com,6613.95,Amazing quality,5,2024-06-04
ORD_1618,CUST_0X676,PROD_0ZM647,Kavya Kapoor,Pune,2025-01-20,kavy.kapoo9014595@gmail.com,35036.6,Value for money,4,2025-01-24
ORD_1619,CUST_0X677,PROD_0ZM648,Ritika Patel,hyderabad,2025-03-13,riti.patel4160596@rediffmail.com,54840.14,Highly recommended,4,2025-03-19
ORD_1620,CUST_0X678,PROD_0ZM649,Karan Bhatt,Mumbai,2025-11-26,kara.bhatt4905597@yahoo.com,38292.06,Poor quality,2,2025-12-02
ORD_1621,CUST_0X679,PROD_0ZM650,Krishna Bansal,,2026-05-11,kris.bansa5915598@gmail.com,37769.9,Missing parts,2,2026-05-18
ORD_1622,CUST_0X680,PROD_0ZM651,Nisha Chopra,ahmedabad,2024-06-21,nish.chopr3578599@gmail.com,73044.08,Rude behaviour,1,2024-06-28
ORD_1623,CUST_0X681,PROD_0ZM652,Neha Bansal,bengaluru,2024-02-27,neha.bansa3876600@rediffmail.com,56556.68,Product stopped working,2,2024-02-29
ORD_1624,CUST_0X682,PROD_0ZM653,Aarav Agarwal,Delhi,2024-04-08,aara.agarw5326601@gmail.com,10454.49,Average quality,3,2024-04-11
ORD_1625,CUST_0X683,PROD_0ZM654,,jaipur,2024-12-30,yash.arora2752602@outlook.com,61906.18,Very disappointing,2,2025-01-04
ORD_1626,CUST_0X684,PROD_0ZM655,Anjali Reddy,Mumbai,2025-04-30,anja.reddy9589603@gmail.com,47835.72,Very disappointing,1,2025-05-09
ORD_1627,CUST_0X685,PROD_0ZM656,Tanvi Bhatt,,2024-07-02,tanv.bhatt6494604@yahoo.com,27880.0,Missing parts,2,2024-07-03
ORD_1628,CUST_0X686,PROD_0ZM657,Varun Mishra,bengaluru,2024-02-23,varu.mishr156605@gmail.com,70869.93,Value for money,4,2024-02-26
ORD_1629,CUST_0X687,PROD_0ZM658,Simran Yadav,ahmedabad,2024-04-30,simr.yadav9530606@rediffmail.com,,Rude behaviour,2,2024-05-06
ORD_1630,CUST_0X688,PROD_0ZM659,Diya Chopra,delhi,2025-06-11,diya.chopr9778607@yahoo.com,65894.4,Okay for the price,3,2025-06-18
ORD_1631,CUST_0X689,PROD_0ZM660,,Mumbai,2025-10-27,ayes.chauh6094608@gmail.com,51717.07,Would recommend,4,2025-10-30
ORD_1632,CUST_0X690,PROD_0ZM661,Simran Jain,mumbai,2024-12-12,simr.jain4085609@yahoo.com,15200.05,Very satisfied,4,2024-12-16
ORD_1633,CUST_0X691,PROD_0ZM662,,Lucknow,2025-08-30,sany.thaku8200610@gmail.com,34944.97,Broken product,1,2025-09-05
ORD_1634,CUST_0X692,PROD_0ZM663,Ananya Bhatt,bengaluru,2025-03-20,anan.bhatt5554611@gmail.com,52392.79,Excellent purchase,5,2025-03-27
ORD_1635,CUST_0X693,PROD_0ZM664,,Delhi,2024-06-01,kabi.desai989612@outlook.com,22940.14,Highly recommended,4,2024-06-08
ORD_1636,CUST_0X694,PROD_0ZM665,Akash Reddy,lucknow,2025-10-04,akas.reddy2531613@gmail.com,2979.17,Product stopped working,1,2025-10-11
ORD_1637,CUST_0X695,PROD_0ZM666,Kavya Malhotra,pune,2026-01-09,kavy.malho2071614@rediffmail.com,13250.72,Highly recommended,5,2026-01-18
ORD_1638,CUST_0X696,PROD_0ZM667,Nisha Verma,Jaipur,2025-02-17,nish.verma3822615@outlook.com,37300.83,Would recommend,5,2025-02-19
ORD_1639,CUST_0X697,PROD_0ZM668,Ananya Kulkarni,mumbai,2024-09-07,anan.kulka9158616@outlook.com,61163.94,Wrong product delivered,1,2024-09-09
ORD_1640,CUST_0X698,PROD_0ZM669,Sneha Desai,Mumbai,2024-02-04,sneh.desai7197617@yahoo.com,69024.83,Could be better,3,2024-02-05
ORD_1641,CUST_0X699,PROD_0ZM670,Kavya Jain,Bengaluru,2024-05-01,kavy.jain359618@rediffmail.com,25658.26,Highly recommended,5,2024-05-10
ORD_1642,CUST_0X700,PROD_0ZM671,Varun Yadav,pune,2024-09-03,varu.yadav5878619@yahoo.com,54966.63,Excellent purchase,5,2024-09-04
ORD_1643,CUST_0X701,PROD_0ZM672,Aditya Kumar,hyderabad,2025-02-10,adit.kumar4117620@gmail.com,52374.62,Product stopped working,2,2025-02-17
ORD_1644,CUST_0X702,PROD_0ZM673,Neha Reddy,Mumbai,2025-05-15,neha.reddy7961621@rediffmail.com,61754.5,Very disappointing,2,2025-05-20
ORD_1645,CUST_0X703,PROD_0ZM674,Aditi Bhatt,delhi,2024-11-05,adit.bhatt9169622@outlook.com,20840.19,Average quality,3,2024-11-07
ORD_1646,CUST_0X704,PROD_0ZM675,Rohan Bhatt,bengaluru,2025-12-05,roha.bhatt8902623@rediffmail.com,40264.51,Very satisfied,4,2025-12-13
ORD_1647,CUST_0X705,PROD_0ZM676,Riya Singh,chennai,2025-09-02,riya.singh3119624@yahoo.com,67564.64,Very durable,4,2025-09-08
ORD_1648,CUST_0X706,PROD_0ZM677,Pooja Thakur,,2024-06-25,pooj.thaku8916625@outlook.com,62882.48,Decent product,3,2024-07-02
ORD_1649,CUST_0X707,PROD_0ZM678,Sanya Sharma,delhi,2025-10-30,sany.sharm5313626@rediffmail.com,69651.08,Excellent purchase,4,2025-11-01
ORD_1650,CUST_0X708,PROD_0ZM679,Varun Saxena,Lucknow,2026-02-02,varu.saxen4520627@yahoo.com,755.15,Highly recommended,5,2026-02-07
ORD_1651,CUST_0X709,PROD_0ZM680,Varun Gupta,Pune,2025-01-19,varu.gupta1138628@yahoo.com,41288.72,Rude behaviour,1,2025-01-27
ORD_1652,CUST_0X710,PROD_0ZM681,Sneha Sinha,Chennai,2026-03-05,sneh.sinha7372629@outlook.com,4073.78,Very disappointing,2,2026-03-10
ORD_1653,CUST_0X711,PROD_0ZM682,Manish Chopra,delhi,2025-12-09,mani.chopr4324630@outlook.com,9899.81,Great product,4,2025-12-17
ORD_1654,CUST_0X712,PROD_0ZM683,Sakshi Desai,delhi,2026-03-25,saks.desai7449631@gmail.com,29494.91,Very satisfied,5,2026-03-31
ORD_1655,CUST_0X713,PROD_0ZM684,Meera Iyer,Jaipur,2025-11-17,meer.iyer8299632@rediffmail.com,,Amazing quality,4,2025-11-22
ORD_1656,CUST_0X714,PROD_0ZM685,Ishaan Bhatt,Mumbai,2025-11-05,isha.bhatt3049633@gmail.com,43511.33,Great product,4,2025-11-08
ORD_1657,CUST_0X715,PROD_0ZM686,Aditi Bhatt,hyderabad,2024-04-01,adit.bhatt5975634@yahoo.com,28679.45,Broken product,1,2024-04-02
ORD_1658,CUST_0X716,PROD_0ZM687,Simran Jain,Lucknow,2026-03-07,simr.jain5264635@gmail.com,26105.68,Average quality,3,2026-03-08
ORD_1659,CUST_0X717,PROD_0ZM688,Ananya Iyer,Bengaluru,2025-04-19,anan.iyer8840636@rediffmail.com,28708.11,Would recommend,4,2025-04-20
ORD_1660,CUST_0X718,PROD_0ZM689,Tanvi Bhatt,Delhi,2026-06-04,tanv.bhatt3120637@rediffmail.com,20040.41,Very disappointing,2,2026-06-06
ORD_1661,CUST_0X719,PROD_0ZM690,Simran Verma,Delhi,2026-04-17,simr.verma9045638@yahoo.com,7746.89,Okay for the price,3,2026-04-20
ORD_1662,CUST_0X720,PROD_0ZM691,Sakshi Gupta,jaipur,2025-10-27,saks.gupta4648639@outlook.com,39577.33,Could be better,3,2025-11-01
ORD_1663,CUST_0X721,PROD_0ZM692,Akash Iyer,,2025-01-26,akas.iyer6724640@outlook.com,78311.17,Wrong product delivered,1,2025-01-30
ORD_1664,CUST_0X722,PROD_0ZM693,Mohit Malhotra,,2024-10-08,mohi.malho1819641@gmail.com,65674.75,Could be better,3,2024-10-16
ORD_1665,CUST_0X723,PROD_0ZM694,Ishaan Saxena,Ahmedabad,2025-10-09,isha.saxen8582642@gmail.com,6307.58,Poor quality,2,2025-10-15
ORD_1666,CUST_0X724,PROD_0ZM695,Rohan Chauhan,Lucknow,2025-10-30,roha.chauh727643@yahoo.com,,Decent product,3,2025-11-01
ORD_1667,CUST_0X725,PROD_0ZM696,Rohan Mishra,kolkata,2025-03-31,roha.mishr2936644@gmail.com,41108.06,Very disappointing,1,2025-04-02
ORD_1668,CUST_0X726,PROD_0ZM697,Siddharth Desai,ahmedabad,2025-01-11,sidd.desai3320645@gmail.com,74209.76,Very durable,5,2025-01-16
ORD_1669,CUST_0X727,PROD_0ZM698,Yash Goyal,Bengaluru,2024-01-12,yash.goyal7962646@yahoo.com,32179.02,Excellent purchase,4,2024-01-15
ORD_1670,CUST_0X728,PROD_0ZM699,Vivaan Verma,kolkata,2024-05-02,viva.verma1627647@gmail.com,57783.2,Amazing quality,4,2024-05-04
ORD_1671,CUST_0X729,PROD_0ZM700,Ananya Sinha,chennai,2024-04-29,anan.sinha9365648@rediffmail.com,77219.77,Excellent purchase,5,2024-05-03
ORD_1672,CUST_0X730,PROD_0ZM701,Arjun Agarwal,Pune,2024-03-25,arju.agarw8036649@outlook.com,79594.49,Amazing quality,4,2024-04-03
ORD_1673,CUST_0X731,PROD_0ZM702,Diya Khanna,Lucknow,2024-05-04,diya.khann814650@outlook.com,55601.72,Rude behaviour,1,2024-05-05
ORD_1674,CUST_0X732,PROD_0ZM703,Priya Kumar,Ahmedabad,2025-05-15,priy.kumar3626651@gmail.com,45952.21,Very durable,4,2025-05-19
ORD_1675,CUST_0X733,PROD_0ZM704,Akash Patel,Jaipur,2025-10-18,akas.patel224652@yahoo.com,22127.98,Excellent purchase,4,2025-10-21
ORD_1676,CUST_0X734,PROD_0ZM705,Nisha Reddy,hyderabad,2025-11-15,nish.reddy8061653@gmail.com,40224.73,Amazing quality,5,2025-11-16
ORD_1677,CUST_0X735,PROD_0ZM706,Aryan Mehta,Lucknow,2025-06-05,arya.mehta7678654@gmail.com,32013.92,Okay for the price,3,2025-06-08
ORD_1678,CUST_0X736,PROD_0ZM707,Aryan Gupta,,2024-08-18,arya.gupta5923655@rediffmail.com,21959.82,Broken product,2,2024-08-25
ORD_1679,CUST_0X737,PROD_0ZM708,Sakshi Bhatt,Lucknow,2024-01-24,saks.bhatt6056656@gmail.com,1693.77,Overpriced,3,2024-01-31
ORD_1680,CUST_0X738,PROD_0ZM709,Kavya Nair,Chennai,2025-08-23,kavy.nair4365657@gmail.com,10555.4,Could be better,3,2025-08-28
ORD_1681,CUST_0X739,PROD_0ZM710,Akash Yadav,hyderabad,2025-08-09,akas.yadav1163658@outlook.com,48006.54,Very satisfied,4,2025-08-15
ORD_1682,CUST_0X740,PROD_0ZM711,,bengaluru,2025-08-09,anja.kumar1286659@yahoo.com,17861.63,Would recommend,4,2025-08-10
ORD_1683,CUST_0X741,PROD_0ZM712,Nikhil Mishra,Pune,2025-05-06,nikh.mishr8521660@gmail.com,26103.78,Could be better,3,2025-05-08
ORD_1684,CUST_0X742,PROD_0ZM713,Manish Mishra,lucknow,2024-10-07,mani.mishr1668661@yahoo.com,,Amazing quality,5,2024-10-15
ORD_1685,CUST_0X743,PROD_0ZM714,Manish Joshi,Kolkata,2025-12-11,mani.joshi8720662@rediffmail.com,50854.86,Excellent purchase,4,2025-12-17
ORD_1686,CUST_0X744,PROD_0ZM715,Aarav Goyal,Kolkata,2026-02-02,aara.goyal3114663@yahoo.com,38153.11,Very disappointing,2,2026-02-11
ORD_1687,CUST_0X745,PROD_0ZM716,Sanya Goyal,jaipur,2024-04-06,sany.goyal8631664@yahoo.com,27567.47,Poor quality,1,2024-04-12
ORD_1688,CUST_0X746,PROD_0ZM717,Mohit Joshi,,2026-03-24,mohi.joshi9349665@yahoo.com,69357.72,Wrong product delivered,2,2026-03-27
ORD_1689,CUST_0X747,PROD_0ZM718,Simran Mehta,hyderabad,2025-08-30,simr.mehta9159666@rediffmail.com,68377.61,Product stopped working,2,2025-09-07
ORD_1690,CUST_0X748,PROD_0ZM719,Krishna Mishra,Mumbai,2024-07-04,kris.mishr1738667@outlook.com,42672.78,Rude behaviour,2,2024-07-07
ORD_1691,CUST_0X749,PROD_0ZM720,Diya Reddy,lucknow,2025-01-28,diya.reddy7525668@rediffmail.com,20604.27,Very disappointing,2,2025-01-29
ORD_1692,CUST_0X750,PROD_0ZM721,Yash Iyer,Ahmedabad,2025-05-10,yash.iyer1715669@yahoo.com,68212.88,Could be better,3,2025-05-12
ORD_1693,CUST_0X751,PROD_0ZM722,Priya Desai,Pune,2025-10-22,priy.desai2965670@rediffmail.com,44993.79,Product stopped working,2,2025-10-28
ORD_1694,CUST_0X752,PROD_0ZM723,Manish Mishra,jaipur,2025-12-20,mani.mishr8278671@outlook.com,16762.59,Would recommend,5,2025-12-29
ORD_1695,CUST_0X753,PROD_0ZM724,Yash Kapoor,Chennai,2025-03-20,yash.kapoo2601672@rediffmail.com,38241.97,Wrong product delivered,1,2025-03-26
ORD_1696,CUST_0X754,PROD_0ZM725,,kolkata,2024-11-01,kavy.bhatt5782673@outlook.com,54025.21,Very satisfied,4,2024-11-02
ORD_1697,CUST_0X755,PROD_0ZM726,Sneha Singh,ahmedabad,2025-08-08,sneh.singh9022674@outlook.com,50064.04,Overpriced,3,2025-08-11
ORD_1698,CUST_0X756,PROD_0ZM727,Akash Jain,Mumbai,2024-05-08,akas.jain6100675@rediffmail.com,45278.42,Very durable,5,2024-05-15
ORD_1699,CUST_0X757,PROD_0ZM728,Shreya Khanna,Chennai,2024-04-11,shre.khann7064676@outlook.com,60160.79,Poor quality,1,2024-04-16
ORD_1700,CUST_0X758,PROD_0ZM729,Shreya Agarwal,Mumbai,2024-11-29,shre.agarw9978677@yahoo.com,59575.35,Okay for the price,3,2024-12-03
ORD_1701,CUST_0X759,PROD_0ZM730,Mohit Sharma,delhi,2024-03-06,mohi.sharm9236678@yahoo.com,73709.87,Excellent purchase,5,2024-03-09
ORD_1702,CUST_0X760,PROD_0ZM731,Meera Bansal,Kolkata,2025-12-31,meer.bansa6155679@outlook.com,48648.32,Excellent purchase,5,2026-01-02
ORD_1703,CUST_0X761,PROD_0ZM732,Aarav Reddy,Bengaluru,2026-06-01,aara.reddy5908680@rediffmail.com,31780.83,Would recommend,5,2026-06-05
ORD_1704,CUST_0X762,PROD_0ZM733,Arjun Thakur,delhi,2026-03-25,arju.thaku7341681@rediffmail.com,45745.45,Missing parts,2,2026-03-28
ORD_1705,CUST_0X763,PROD_0ZM734,Ritika Kulkarni,Pune,2025-07-04,riti.kulka13682@gmail.com,61396.6,Late delivery,2,2025-07-20
ORD_1706,CUST_0X764,PROD_0ZM735,Tanvi Arora,bengaluru,2024-07-08,tanv.arora4670683@gmail.com,28291.56,Excellent purchase,4,2024-07-12
ORD_1707,CUST_0X765,PROD_0ZM736,Mohit Chauhan,ahmedabad,2025-02-19,mohi.chauh8490684@yahoo.com,72056.62,Excellent purchase,5,2025-02-24
ORD_1708,CUST_0X766,PROD_0ZM737,Nikhil Nair,lucknow,2026-04-12,nikh.nair4955685@gmail.com,61685.87,Very durable,4,2026-04-14
ORD_1709,CUST_0X767,PROD_0ZM738,Diya Malhotra,Hyderabad,2025-12-18,diya.malho4930686@yahoo.com,40283.91,Very durable,4,2025-12-27
ORD_1710,CUST_0X768,PROD_0ZM739,Kabir Nair,chennai,2024-01-21,kabi.nair3529687@outlook.com,18162.92,Average quality,3,2024-01-28
ORD_1711,CUST_0X769,PROD_0ZM740,Manish Joshi,,2025-02-07,mani.joshi365688@outlook.com,60594.89,Very satisfied,5,2025-02-12
ORD_1712,CUST_0X770,PROD_0ZM741,Karan Iyer,Mumbai,2025-07-23,kara.iyer9081689@yahoo.com,12726.03,Product stopped working,2,2025-07-26
ORD_1713,CUST_0X771,PROD_0ZM742,Rohan Goyal,Jaipur,2026-04-17,roha.goyal1554690@gmail.com,23214.94,Average quality,3,2026-04-26
ORD_1714,CUST_0X772,PROD_0ZM743,Aditya Agarwal,kolkata,2025-07-03,adit.agarw7552691@outlook.com,61082.21,Does not seem to last too long,3,2025-07-06
ORD_1715,CUST_0X773,PROD_0ZM744,Riya Verma,Chennai,2026-03-13,riya.verma2567692@yahoo.com,30791.6,Would recommend,4,2026-03-20
ORD_1716,CUST_0X774,PROD_0ZM745,Anjali Khanna,bengaluru,2026-04-11,anja.khann4351693@outlook.com,32941.45,Very disappointing,2,2026-04-12
ORD_1717,CUST_0X775,PROD_0ZM746,Karan Gupta,Jaipur,2025-06-26,kara.gupta9548694@yahoo.com,11258.05,Rude behaviour,1,2025-07-05
ORD_1718,CUST_0X776,PROD_0ZM747,Mohit Chopra,Kolkata,2025-05-15,mohi.chopr3827695@outlook.com,48045.54,Would recommend,4,2025-05-22
ORD_1719,CUST_0X777,PROD_0ZM748,,,2024-03-06,nish.mehta4930696@gmail.com,26136.62,Decent product,3,2024-03-10
ORD_1720,CUST_0X778,PROD_0ZM749,Kabir Kumar,chennai,2025-06-15,kabi.kumar9356697@rediffmail.com,45630.63,Highly recommended,4,2025-06-23
ORD_1721,CUST_0X779,PROD_0ZM750,Simran Goyal,Bengaluru,2026-05-07,simr.goyal9333698@yahoo.com,76157.32,Missing parts,2,2026-05-08
ORD_1722,CUST_0X780,PROD_0ZM751,Isha Patel,Pune,2025-08-21,isha.patel1274699@outlook.com,,Excellent purchase,4,2025-08-25
ORD_1723,CUST_0X781,PROD_0ZM752,Neha Thakur,hyderabad,2025-07-05,neha.thaku7915700@yahoo.com,36729.96,Highly recommended,4,2025-07-09
ORD_1724,CUST_0X782,PROD_0ZM753,Rajat Arora,Ahmedabad,2025-12-31,raja.arora8009701@gmail.com,37879.08,Late delivery,1,2026-01-13
ORD_1725,CUST_0X783,PROD_0ZM754,Siddharth Bansal,delhi,2026-04-18,sidd.bansa9762702@outlook.com,10785.47,Does not seem to last too long,3,2026-04-20
ORD_1726,CUST_0X784,PROD_0ZM755,Sneha Sinha,Hyderabad,2026-03-20,sneh.sinha622703@rediffmail.com,16719.18,Poor quality,2,2026-03-28
ORD_1727,CUST_0X785,PROD_0ZM756,Mohit Kulkarni,Kolkata,2025-10-29,mohi.kulka1295704@gmail.com,19754.75,Product stopped working,1,2025-11-06
ORD_1728,CUST_0X786,PROD_0ZM757,Aditi Sinha,ahmedabad,2024-05-07,adit.sinha5488705@outlook.com,63780.93,Value for money,5,2024-05-15
ORD_1729,CUST_0X787,PROD_0ZM758,Rahul Mishra,hyderabad,2026-02-10,rahu.mishr7125706@rediffmail.com,51382.06,Okay for the price,3,2026-02-16
ORD_1730,CUST_0X788,PROD_0ZM759,Krishna Kumar,delhi,2026-02-10,kris.kumar1984707@yahoo.com,19740.1,Highly recommended,5,2026-02-12
ORD_1731,CUST_0X789,PROD_0ZM760,Nikhil Bhatt,hyderabad,2024-07-31,nikh.bhatt9878708@gmail.com,59938.96,Poor quality,2,2024-08-07
ORD_1732,CUST_0X790,PROD_0ZM761,Meera Bhatt,Jaipur,2025-11-05,meer.bhatt6276709@gmail.com,69001.08,Very satisfied,4,2025-11-07
ORD_1733,CUST_0X791,PROD_0ZM762,Ayesha Khanna,Chennai,2024-04-30,ayes.khann5003710@gmail.com,76614.47,Excellent purchase,5,2024-05-09
ORD_1734,CUST_0X792,PROD_0ZM763,Ishaan Sinha,Lucknow,2024-07-04,isha.sinha5241711@yahoo.com,57320.43,Would recommend,4,2024-07-13
ORD_1735,CUST_0X793,PROD_0ZM764,Meera Sharma,ahmedabad,2026-06-01,meer.sharm5364712@yahoo.com,35193.99,Great product,4,2026-06-02
ORD_1736,CUST_0X794,PROD_0ZM765,Manish Shah,chennai,2025-09-05,mani.shah2519713@gmail.com,,Does not seem to last too long,3,2025-09-06
ORD_1737,CUST_0X795,PROD_0ZM766,Rahul Mishra,Kolkata,2025-12-12,rahu.mishr6446714@rediffmail.com,32074.47,Does not seem to last too long,3,2025-12-21
ORD_1738,CUST_0X796,PROD_0ZM767,Isha Joshi,kolkata,2024-07-03,isha.joshi9760715@gmail.com,34401.37,Very satisfied,5,2024-07-05
ORD_1739,CUST_0X797,PROD_0ZM768,Manish Reddy,ahmedabad,2024-01-06,mani.reddy3648716@rediffmail.com,11849.5,Would recommend,5,2024-01-11
ORD_1740,CUST_0X798,PROD_0ZM769,Kavya Arora,Ahmedabad,2025-07-22,kavy.arora4757717@rediffmail.com,57815.14,Would recommend,5,2025-07-28
ORD_1741,CUST_0X799,PROD_0ZM770,Isha Singh,Chennai,2025-04-02,isha.singh2435718@yahoo.com,,Very disappointing,2,2025-04-05
ORD_1742,CUST_0X800,PROD_0ZM771,Nikhil Yadav,ahmedabad,2026-03-30,nikh.yadav5517719@gmail.com,63685.14,Value for money,5,2026-04-03
ORD_1743,CUST_0X801,PROD_0ZM772,Vivaan Nair,kolkata,2024-11-17,viva.nair7806720@gmail.com,7950.63,Amazing quality,5,2024-11-19
ORD_1744,CUST_0X802,PROD_0ZM773,Ayesha Chopra,pune,2024-05-05,ayes.chopr8990721@rediffmail.com,71955.79,Product stopped working,2,2024-05-13
ORD_1745,CUST_0X803,PROD_0ZM774,Sakshi Malhotra,Bengaluru,2024-02-10,saks.malho4311722@gmail.com,60607.05,Rude behaviour,1,2024-02-16
